rps,date,variation
0.216938132536554,2021-11-22,Feature
0.0917602222868036,2021-11-22,Baseline
0.17856450382741,2021-11-22,Baseline
0.0953321414367208,2021-11-22,Feature
0.110249472984837,2021-11-22,Feature
0.1652126992473,2021-11-22,Baseline
0.208294825487662,2021-11-22,Baseline
0.0968218614096401,2021-11-22,Feature
0.232088317294216,2021-11-22,Feature
0.121685607408346,2021-11-22,Baseline
0.169438003551182,2021-11-22,Feature
0.0553809291135972,2021-11-22,Baseline
0.0640121988153744,2021-11-22,Baseline
0.0715848791711758,2021-11-22,Baseline
0.0637430342041261,2021-11-22,Baseline
0.130490938402007,2021-11-22,Baseline
0.214079648129273,2021-11-22,Baseline
0.16058611858415,2021-11-22,Baseline
0.115353985492523,2021-11-22,Feature
0.217957091885044,2021-11-22,Baseline
0.137359187293186,2021-11-22,Baseline
0.162752152213765,2021-11-22,Baseline
0.155162374743143,2021-11-22,Baseline
0.0687282907799464,2021-11-22,Baseline
0.0919448004246019,2021-11-22,Baseline
0.206408731772041,2021-11-22,Feature
0.205214901553115,2021-11-22,Feature
0.169282499901053,2021-11-22,Feature
0.0858305259920411,2021-11-22,Baseline
0.182275229187079,2021-11-22,Feature
0.0970411975621871,2021-11-22,Baseline
0.308024784289446,2021-11-22,Feature
0.231716838247009,2021-11-22,Baseline
0.165513818784802,2021-11-22,Feature
0.204363986586609,2021-11-22,Feature
0.105720409837708,2021-11-22,Baseline
0.0639339713435388,2021-11-22,Baseline
0.0757545399905567,2021-11-22,Baseline
0.246392976074,2021-11-22,Feature
0.178167105032412,2021-11-22,Feature
0.120901948948301,2021-11-22,Feature
0.183982953658281,2021-11-22,Baseline
0.242617485046616,2021-11-22,Baseline
0.156160411397921,2021-11-22,Baseline
0.153468216186427,2021-11-22,Feature
0.127778968404526,2021-11-22,Feature
0.226371907646865,2021-11-22,Baseline
0.121976774823845,2021-11-22,Baseline
0.135605200096262,2021-11-22,Feature
0.212464461690826,2021-11-22,Baseline
0.171789305322417,2021-11-22,Feature
0.0729643724280575,2021-11-22,Baseline
0.145492845394268,2021-11-22,Baseline
0.147965659028079,2021-11-22,Baseline
0.203216711972189,2021-11-22,Baseline
0.061989337071939,2021-11-22,Baseline
0.205372644809013,2021-11-22,Baseline
0.155897427884123,2021-11-22,Baseline
0.235628074791261,2021-11-22,Baseline
0.214454401047924,2021-11-22,Baseline
0.216332065725738,2021-11-22,Baseline
0.117465269388184,2021-11-22,Feature
0.120605225282803,2021-11-22,Feature
0.088476090132693,2021-11-22,Baseline
0.225058796288841,2021-11-22,Baseline
0.174803280128894,2021-11-22,Feature
0.199672901801147,2021-11-22,Feature
0.163652763207688,2021-11-22,Feature
0.1879029544696,2021-11-22,Feature
0.224886197532806,2021-11-22,Feature
0.190028350429978,2021-11-22,Baseline
0.174358613826933,2021-11-22,Feature
0.246016077358949,2021-11-22,Feature
0.121780626885014,2021-11-22,Baseline
0.118595354096416,2021-11-22,Baseline
0.21596756839249,2021-11-22,Feature
0.0586700422681339,2021-11-22,Feature
0.00659902455156897,2021-11-22,Feature
0.154280036740458,2021-11-22,Baseline
0.290182014320072,2021-11-22,Feature
0.155959663147307,2021-11-22,Baseline
0.129455011833328,2021-11-22,Baseline
0.0572197889977454,2021-11-22,Baseline
0.1061081509861,2021-11-22,Baseline
0.162179525884885,2021-11-22,Feature
0.139852335422609,2021-11-22,Baseline
0.167222707893771,2021-11-22,Feature
0.224430260048437,2021-11-22,Feature
0.215637497322843,2021-11-22,Feature
0.138951580479695,2021-11-22,Baseline
0.178352147280759,2021-11-22,Feature
0.182318598388584,2021-11-22,Feature
0.0712846976198785,2021-11-22,Feature
0.196827572156951,2021-11-22,Baseline
0.21218370901127,2021-11-22,Baseline
0.147646548758255,2021-11-22,Feature
0.128333596831747,2021-11-22,Baseline
0.240234428637662,2021-11-22,Baseline
0.108051887391817,2021-11-22,Feature
0.231336924781041,2021-11-22,Baseline
0.211443728431967,2021-11-22,Feature
0.101085858053708,2021-11-22,Baseline
0.103640372932842,2021-11-22,Baseline
0.0844335117923644,2021-11-22,Baseline
0.182127370611538,2021-11-22,Baseline
0.132435707419682,2021-11-22,Feature
0.0355810734814782,2021-11-22,Feature
0.208869984760327,2021-11-22,Baseline
0.0598412956599026,2021-11-22,Baseline
0.197101905504603,2021-11-22,Feature
0.22317202084811,2021-11-22,Feature
0.132346307908666,2021-11-22,Baseline
0.174015112450162,2021-11-22,Baseline
0.129382252081197,2021-11-22,Baseline
0.101803270053662,2021-11-22,Feature
0.18808770113029,2021-11-22,Baseline
0.0595183311832445,2021-11-22,Baseline
0.24016538487015,2021-11-22,Feature
0.167327836254592,2021-11-22,Feature
0.17005688407281,2021-11-22,Feature
0.132503945267435,2021-11-22,Feature
0.208194938171603,2021-11-22,Feature
0.114233008204394,2021-11-22,Baseline
0.164975546845078,2021-11-22,Baseline
0.17973370305484,2021-11-22,Feature
0.151510173062515,2021-11-22,Feature
0.166224083832738,2021-11-22,Baseline
0.137070586742826,2021-11-22,Feature
0.128497238571676,2021-11-22,Feature
0.188329761118574,2021-11-22,Feature
0.185376336571908,2021-11-22,Feature
0.184996404616034,2021-11-22,Feature
0.142060015230416,2021-11-22,Feature
0.207208915470018,2021-11-22,Feature
0.0632469808307529,2021-11-22,Baseline
0.132911068032641,2021-11-22,Feature
0.162767893459356,2021-11-22,Baseline
0.200165740955135,2021-11-22,Feature
0.185581675158238,2021-11-22,Baseline
0.13645247919429,2021-11-22,Feature
0.071342045279834,2021-11-22,Baseline
0.168362204543046,2021-11-22,Baseline
0.225327967827698,2021-11-22,Feature
0.17272442068803,2021-11-22,Feature
0.142157494542945,2021-11-22,Baseline
0.140872990591937,2021-11-22,Baseline
0.130870707821008,2021-11-22,Feature
0.138794833131453,2021-11-22,Feature
0.140810314821814,2021-11-22,Feature
0.0742314175366954,2021-11-22,Baseline
0.181289005985387,2021-11-22,Feature
0.179535998866744,2021-11-22,Feature
0.127026713883174,2021-11-22,Baseline
0.105810239575968,2021-11-22,Baseline
0.250473675501345,2021-11-22,Feature
0.118376722587455,2021-11-22,Feature
0.148036159355132,2021-11-22,Baseline
0.157311697407238,2021-11-22,Feature
0.184188446895102,2021-11-22,Baseline
0.0697715485295606,2021-11-22,Feature
0.131074499530604,2021-11-22,Baseline
0.135462096517203,2021-11-22,Feature
0.173359355143785,2021-11-22,Feature
0.0804180904307448,2021-11-22,Baseline
0.0824467186169966,2021-11-22,Baseline
0.107415798427393,2021-11-22,Baseline
0.229368744813319,2021-11-22,Feature
0.0783230824162166,2021-11-22,Baseline
0.209226954531622,2021-11-22,Baseline
0.118513781302008,2021-11-22,Baseline
0.15764477961889,2021-11-22,Baseline
0.194224857501591,2021-11-22,Feature
0.135838927446896,2021-11-22,Feature
0.203822405527747,2021-11-22,Baseline
0.173416782723814,2021-11-22,Baseline
0.158267662947487,2021-11-22,Baseline
0.103491371056325,2021-11-22,Feature
0.170932328027436,2021-11-22,Baseline
0.116781051920393,2021-11-22,Baseline
0.235621334745482,2021-11-22,Baseline
0.098548718215431,2021-11-22,Baseline
0.206315232382871,2021-11-22,Feature
0.180364162661416,2021-11-22,Baseline
0.142797694906573,2021-11-22,Baseline
0.234937215101661,2021-11-22,Feature
0.116234906349821,2021-11-22,Baseline
0.14503781926268,2021-11-22,Baseline
0.167672222832932,2021-11-22,Feature
0.173346423338082,2021-11-22,Feature
0.173351894285905,2021-11-22,Feature
0.092452751965365,2021-11-22,Baseline
0.154296807608733,2021-11-22,Feature
0.138860451185723,2021-11-22,Feature
0.172526003518757,2021-11-22,Feature
0.180671536485611,2021-11-22,Baseline
0.179746325489229,2021-11-22,Feature
0.243633896663836,2021-11-22,Feature
0.166922904029171,2021-11-22,Baseline
0.110667500343307,2021-11-22,Feature
0.182922090514548,2021-11-22,Feature
0.165855091968299,2021-11-22,Feature
0.226641945729282,2021-11-22,Feature
0.0991235944772878,2021-11-22,Baseline
0.189412713706747,2021-11-22,Baseline
0.168454423505664,2021-11-22,Feature
0.189399953987013,2021-11-22,Baseline
0.159788248103393,2021-11-22,Baseline
0.143264849995781,2021-11-22,Baseline
0.140832210103039,2021-11-22,Baseline
0.225226176026488,2021-11-22,Feature
0.157442749921797,2021-11-22,Feature
0.118752986749854,2021-11-22,Baseline
0.137501277695255,2021-11-22,Baseline
0.206910199191298,2021-11-22,Feature
0.16129411088934,2021-11-22,Baseline
0.126184059531499,2021-11-22,Baseline
0.213093532147051,2021-11-22,Feature
0.228717842812384,2021-11-22,Baseline
0.113826008744137,2021-11-22,Baseline
0.140722814450866,2021-11-22,Feature
0.157264981785611,2021-11-22,Feature
0.20484483121306,2021-11-22,Feature
0.20984663057715,2021-11-22,Feature
0.102166603829314,2021-11-22,Baseline
0.175332810381712,2021-11-22,Feature
0.108511079330404,2021-11-22,Baseline
0.157500712086332,2021-11-22,Feature
0.128805738581003,2021-11-22,Feature
0.237524053927606,2021-11-22,Baseline
0.212413105533891,2021-11-22,Feature
0.206405677440183,2021-11-22,Feature
0.0750092413443165,2021-11-22,Feature
0.138103390589546,2021-11-22,Feature
0.126041675689874,2021-11-22,Baseline
0.223205764886755,2021-11-22,Feature
0.157936372018001,2021-11-22,Feature
