rps,date,variation
0.200069186074553,2019-05-13,Feature
0.101739314368867,2019-05-13,Baseline
0.169121465360136,2019-05-13,Baseline
0.186114824024073,2019-05-13,Baseline
0.199897462385022,2019-05-13,Baseline
0.152103539108675,2019-05-13,Feature
0.294142640775315,2019-05-13,Baseline
0.251260448745847,2019-05-13,Baseline
0.207361793170193,2019-05-13,Baseline
0.220940520459933,2019-05-13,Baseline
0.143237950590341,2019-05-13,Baseline
0.235852079194157,2019-05-13,Baseline
0.19059272703745,2019-05-13,Baseline
0.237373716194682,2019-05-13,Feature
0.220795993747272,2019-05-13,Baseline
0.172442731645054,2019-05-13,Baseline
0.120982342740054,2019-05-13,Baseline
0.195700332273158,2019-05-13,Baseline
0.239060391909316,2019-05-13,Feature
0.247067517063232,2019-05-13,Baseline
0.151191395074156,2019-05-13,Baseline
0.234728668388773,2019-05-13,Baseline
0.233951506225191,2019-05-13,Baseline
0.158595659213613,2019-05-13,Feature
0.111973512729566,2019-05-13,Feature
0.131703435656963,2019-05-13,Baseline
0.0933084584097357,2019-05-13,Feature
0.206426880790522,2019-05-13,Feature
0.204739978668339,2019-05-13,Baseline
0.210994231648459,2019-05-13,Feature
0.144929270898716,2019-05-13,Baseline
0.151600051952262,2019-05-13,Baseline
0.184180224630355,2019-05-13,Baseline
0.240791667308968,2019-05-13,Feature
0.209102333591376,2019-05-13,Baseline
0.18428842539133,2019-05-13,Baseline
0.181336358648893,2019-05-13,Baseline
0.138138923941491,2019-05-13,Baseline
0.177379105678467,2019-05-13,Baseline
0.0958350655424408,2019-05-13,Baseline
0.181023889346328,2019-05-13,Feature
0.10740582013078,2019-05-13,Baseline
0.264809460461601,2019-05-13,Feature
0.215838027759577,2019-05-13,Feature
0.177834774400097,2019-05-13,Baseline
0.215027280126442,2019-05-13,Feature
0.264364654561015,2019-05-13,Baseline
0.0687669009535672,2019-05-13,Feature
0.229322449185095,2019-05-13,Baseline
0.135652827413313,2019-05-13,Baseline
0.121723268176438,2019-05-13,Feature
0.215988558605742,2019-05-13,Baseline
0.204117479890557,2019-05-13,Baseline
0.229699386718611,2019-05-13,Baseline
0.183389221848762,2019-05-13,Baseline
0.124748652296285,2019-05-13,Baseline
0.201788566221581,2019-05-13,Baseline
0.0844531464632034,2019-05-13,Baseline
0.10768307031448,2019-05-13,Baseline
0.228098362601873,2019-05-13,Baseline
0.160556030435196,2019-05-13,Baseline
0.236774797756756,2019-05-13,Baseline
0.209559091904462,2019-05-13,Baseline
0.156720113326914,2019-05-13,Baseline
0.0753506863658799,2019-05-13,Feature
0.322734544140143,2019-05-13,Baseline
0.227405197362806,2019-05-13,Baseline
0.149919426994586,2019-05-13,Baseline
0.146422011011516,2019-05-13,Baseline
0.194652869385185,2019-05-13,Feature
0.266767790333704,2019-05-13,Baseline
0.129046260917749,2019-05-13,Feature
0.159893409158902,2019-05-13,Baseline
0.251131103364135,2019-05-13,Baseline
0.164917566776281,2019-05-13,Baseline
0.319671533197738,2019-05-13,Baseline
0.167576448419453,2019-05-13,Feature
0.185532411328809,2019-05-13,Baseline
0.179060963816725,2019-05-13,Baseline
0.238494116736542,2019-05-13,Baseline
0.162420272301325,2019-05-13,Baseline
0.211786686461063,2019-05-13,Baseline
0.220956037230463,2019-05-13,Baseline
0.16340182348642,2019-05-13,Baseline
0.11813096341223,2019-05-13,Feature
0.220198334448523,2019-05-13,Baseline
0.236356150077814,2019-05-13,Baseline
0.123915367182171,2019-05-13,Baseline
0.208016897676756,2019-05-13,Baseline
0.177959429559813,2019-05-13,Baseline
0.221824506430464,2019-05-13,Baseline
0.198698554328846,2019-05-13,Baseline
0.191718248966953,2019-05-13,Feature
0.191202880628879,2019-05-13,Baseline
0.182487877914341,2019-05-13,Baseline
0.207068931659986,2019-05-13,Baseline
0.180970588494449,2019-05-13,Feature
0.234067635672423,2019-05-13,Baseline
0.197157392541635,2019-05-13,Baseline
0.184758241495628,2019-05-13,Baseline
0.189857731764585,2019-05-13,Baseline
0.296413595247411,2019-05-13,Baseline
0.0998816763272664,2019-05-13,Baseline
0.155922073547682,2019-05-13,Baseline
0.206220773164195,2019-05-13,Baseline
0.193966915729914,2019-05-13,Baseline
0.263580328337142,2019-05-13,Feature
0.169426004342695,2019-05-13,Feature
0.260965784806243,2019-05-13,Baseline
0.270082352857015,2019-05-13,Feature
0.270053677514318,2019-05-13,Baseline
0.163070753090332,2019-05-13,Baseline
0.170899030750972,2019-05-13,Baseline
0.239851306589925,2019-05-13,Baseline
0.162634712425201,2019-05-13,Baseline
0.298980043302726,2019-05-13,Feature
0.17747737686418,2019-05-13,Baseline
0.143153963093135,2019-05-13,Baseline
0.261429038720398,2019-05-13,Feature
0.213844233004373,2019-05-13,Feature
0.302792893301085,2019-05-13,Baseline
0.176743927471402,2019-05-13,Baseline
0.0524761010915843,2019-05-13,Baseline
0.24360304042995,2019-05-13,Feature
0.156920335495424,2019-05-13,Baseline
0.259586807977732,2019-05-13,Feature
0.212060588962586,2019-05-13,Baseline
0.21838146038869,2019-05-13,Baseline
0.193745079747261,2019-05-13,Baseline
0.133349980173989,2019-05-13,Baseline
0.101160170719841,2019-05-13,Feature
0.127997732491221,2019-05-13,Baseline
0.118315190641352,2019-05-13,Baseline
0.170373480963195,2019-05-13,Baseline
0.199931472081297,2019-05-13,Feature
0.10139059255411,2019-05-13,Baseline
0.175330372815073,2019-05-13,Baseline
0.257452555553093,2019-05-13,Feature
0.239313135947983,2019-05-13,Baseline
0.176143224460537,2019-05-13,Baseline
0.0845831100911454,2019-05-13,Baseline
0.261560652110554,2019-05-13,Baseline
0.227267890270837,2019-05-13,Feature
0.294933056093482,2019-05-13,Baseline
0.225142137411079,2019-05-13,Baseline
0.238660260580822,2019-05-13,Baseline
0.221968165522702,2019-05-13,Baseline
0.216442098078424,2019-05-13,Baseline
0.190746869481042,2019-05-13,Feature
0.21688206159262,2019-05-13,Baseline
0.209658318658392,2019-05-13,Baseline
0.127757660622498,2019-05-13,Baseline
0.251690963839836,2019-05-13,Baseline
0.147384566768736,2019-05-13,Baseline
